41.684047,-0.888874,-0.06,-0.02,0.98
41.684047,-0.888874,-0.15,-0.15,0.89
41.684051,-0.888833,-0.05,0.00,0.97
41.684051,-0.888833,-0.11,-0.10,1.05
41.684055,-0.888795,-0.03,0.03,0.87
41.684055,-0.888795,-0.19,-0.29,0.98
41.684047,-0.888755,-0.03,0.00,0.89
41.684047,-0.888755,-0.08,-0.03,0.87
41.684020,-0.888730,-0.06,0.00,0.82
41.684020,-0.888730,-0.13,-0.26,0.92
41.684043,-0.888690,-0.03,-0.03,0.92
41.684043,-0.888690,-0.15,-0.16,0.95
41.684062,-0.888654,-0.05,0.08,0.81
41.684062,-0.888654,-0.13,-0.19,1.21
41.684062,-0.888617,-0.05,0.06,0.68
41.684062,-0.888617,-0.21,-0.16,1.40
41.684040,-0.888580,-0.13,-0.16,0.85
41.684040,-0.888580,-0.10,-0.05,1.39
41.684062,-0.888538,-0.08,0.10,0.84
41.684062,-0.888538,-0.03,0.16,1.23
41.684070,-0.888506,-0.13,-0.05,0.87
41.684070,-0.888506,-0.11,0.02,0.77
41.684074,-0.888469,-0.13,-0.16,0.90
41.684074,-0.888469,-0.18,-0.02,1.34
41.684082,-0.888436,-0.15,-0.15,0.92
41.684082,-0.888436,-0.08,0.18,1.19
41.684150,-0.888397,-0.18,-0.15,0.89
41.684150,-0.888397,-0.05,0.15,1.11
41.684200,-0.888363,-0.13,-0.10,0.95
41.684200,-0.888363,-0.10,0.02,1.11
41.684230,-0.888342,-0.13,-0.24,0.87
41.684230,-0.888342,-0.03,0.02,1.10
41.684101,-0.888340,-0.16,-0.15,1.29
41.684101,-0.888340,-0.03,-0.05,0.87
41.684093,-0.888324,-0.05,0.11,1.11
41.684093,-0.888324,-0.10,-0.13,0.79
41.684055,-0.888304,-0.06,-0.02,1.16
41.684055,-0.888304,-0.08,-0.19,0.95
41.684024,-0.888286,0.08,0.06,0.81
41.684024,-0.888286,-0.06,0.03,0.82
41.683986,-0.888285,0.10,0.06,1.05
41.683986,-0.888285,-0.13,0.03,1.03
41.683967,-0.888284,-0.02,0.13,1.02
41.683967,-0.888284,-0.05,-0.11,1.05
41.683952,-0.888285,-0.03,-0.16,0.95
41.683952,-0.888285,0.02,0.06,1.19
41.683937,-0.888281,-0.05,-0.03,0.97
41.683937,-0.888281,-0.06,-0.27,1.10
41.683902,-0.888280,-0.03,-0.10,0.85
41.683902,-0.888280,-0.05,-0.32,0.95
41.683872,-0.888271,-0.03,-0.16,0.87
41.683872,-0.888271,-0.11,-0.29,1.02
41.683849,-0.888247,-0.02,-0.10,0.84
41.683849,-0.888247,-0.08,-0.24,1.26
41.683818,-0.888246,0.00,-0.13,0.97
41.683818,-0.888246,-0.10,-0.10,1.08
41.683773,-0.888240,-0.03,-0.24,1.15
41.683773,-0.888240,-0.03,-0.10,0.87
41.683734,-0.888234,-0.13,-0.13,1.10
41.683734,-0.888234,-0.21,-0.21,0.95
41.683712,-0.888234,-0.02,0.00,0.79
41.683712,-0.888234,0.05,0.05,1.08
41.683689,-0.888234,-0.11,-0.27,0.95
41.683689,-0.888234,-0.02,-0.08,0.92
41.683662,-0.888220,0.02,0.15,1.06
41.683662,-0.888220,0.03,-0.03,0.82
41.683643,-0.888214,-0.06,0.08,0.95
41.683643,-0.888214,0.00,-0.10,0.97
41.683616,-0.888222,-0.08,0.00,0.84
41.683616,-0.888222,-0.03,-0.27,0.90
41.683589,-0.888223,-0.06,-0.05,0.74
41.683589,-0.888223,-0.08,-0.29,1.24
41.683555,-0.888219,0.05,-0.06,0.95
41.683555,-0.888219,0.03,0.03,1.13
41.683521,-0.888219,0.02,-0.15,1.05
41.683521,-0.888219,0.00,0.08,1.11
41.683494,-0.888221,-0.03,-0.29,0.92
41.683494,-0.888221,-0.10,-0.08,1.00
41.683464,-0.888207,0.02,-0.31,0.98
41.683464,-0.888207,-0.03,-0.15,0.97
41.683433,-0.888200,-0.06,-0.32,0.95
41.683433,-0.888200,-0.05,-0.13,1.05
41.683403,-0.888198,0.00,-0.23,1.03
41.683403,-0.888198,-0.06,-0.10,0.92
41.683372,-0.888202,0.03,-0.19,1.32
41.683372,-0.888202,-0.06,-0.05,0.81
41.683341,-0.888195,0.06,-0.16,1.32
41.683341,-0.888195,-0.03,-0.06,0.81
41.683315,-0.888199,-0.03,-0.02,1.31
41.683315,-0.888199,-0.08,-0.02,0.66
41.683284,-0.888200,-0.03,0.10,1.08
41.683284,-0.888200,0.05,0.00,0.69
41.683258,-0.888205,-0.02,-0.02,1.18
41.683258,-0.888205,-0.08,0.05,0.71
41.683235,-0.888209,-0.02,-0.03,1.16
41.683235,-0.888209,-0.08,-0.16,0.74
41.683208,-0.888210,-0.10,-0.26,1.15
41.683208,-0.888210,0.05,-0.11,0.77
41.683189,-0.888215,-0.19,-0.13,1.10
41.683189,-0.888215,-0.08,-0.02,0.74
41.683162,-0.888217,-0.13,-0.05,0.97
41.683162,-0.888217,-0.18,-0.52,1.06
41.683120,-0.888224,-0.02,-0.18,0.81
41.683120,-0.888224,-0.06,0.24,1.11
41.683094,-0.888224,-0.23,-0.34,0.90
41.683094,-0.888224,-0.11,-0.10,1.08
41.683071,-0.888222,-0.13,-0.21,1.05
41.683071,-0.888222,-0.02,0.03,0.92
41.683044,-0.888223,-0.15,-0.27,1.42
41.683044,-0.888223,-0.10,-0.10,0.74
41.683029,-0.888228,-0.08,0.05,1.21
41.683029,-0.888228,-0.06,-0.11,0.82
41.683010,-0.888227,-0.10,-0.03,1.03
41.683010,-0.888227,-0.03,0.02,0.71
41.682998,-0.888241,-0.05,0.00,0.94
41.682998,-0.888241,-0.02,-0.11,1.02
41.682991,-0.888263,-0.06,0.00,0.84
41.682991,-0.888263,-0.02,-0.26,0.97
41.682987,-0.888286,-0.05,-0.10,0.71
41.682987,-0.888286,0.03,-0.11,1.29
41.682987,-0.888321,0.00,-0.03,0.87
41.682987,-0.888321,-0.02,0.03,1.26
41.682994,-0.888378,0.03,-0.08,0.85
41.682994,-0.888378,0.05,-0.24,1.31
41.682998,-0.888419,-0.03,0.02,0.69
41.682998,-0.888419,0.02,-0.19,1.08
41.683010,-0.888463,-0.05,0.06,0.76
41.683010,-0.888463,0.05,-0.26,0.92
41.683052,-0.888512,-0.10,-0.08,0.77
41.683052,-0.888512,0.00,-0.26,0.95
41.683086,-0.888548,-0.02,-0.05,0.84
41.683086,-0.888548,-0.05,-0.18,0.98
41.683109,-0.888574,0.00,0.05,0.87
41.683109,-0.888574,-0.02,-0.06,1.05
41.683132,-0.888594,-0.08,0.00,1.00
41.683132,-0.888594,-0.10,-0.10,0.92
41.683158,-0.888593,-0.06,0.08,1.03
41.683158,-0.888593,-0.03,0.08,0.65
41.683185,-0.888599,-0.15,0.27,1.00
41.683185,-0.888599,-0.06,0.03,0.65
41.683200,-0.888618,-0.08,0.05,0.92
41.683200,-0.888618,-0.13,-0.24,1.03
41.683219,-0.888632,-0.13,0.00,0.84
41.683219,-0.888632,-0.05,-0.24,0.97
41.683246,-0.888651,-0.06,0.00,0.74
41.683246,-0.888651,0.00,0.03,1.23
41.683265,-0.888684,-0.11,-0.16,1.06
41.683265,-0.888684,-0.13,-0.02,0.98
41.683288,-0.888700,-0.06,0.08,1.21
41.683288,-0.888700,-0.06,-0.11,0.76
41.683311,-0.888702,-0.11,-0.08,0.84
41.683311,-0.888702,-0.05,-0.19,1.21
41.683338,-0.888706,-0.06,-0.32,0.97
41.683338,-0.888706,-0.03,-0.02,0.87
41.683357,-0.888703,-0.03,-0.10,0.89
41.683357,-0.888703,-0.10,-0.18,0.95
41.683353,-0.888712,-0.11,-0.13,0.95
41.683353,-0.888712,-0.05,-0.11,1.00
