41.680976,-0.886843,0.93,-0.33,1.64,10.260
41.680915,-0.886920,0.57,-0.62,0.59,11.964
41.680915,-0.886920,-0.50,-0.72,-0.07,11.964
41.680881,-0.886934,1.81,-0.71,-1.36,15.798
41.680881,-0.886934,-0.50,1.05,-0.31,15.798
41.680839,-0.886946,0.22,0.26,1.36,17.427
41.680839,-0.886946,0.93,0.55,0.02,17.427
41.680786,-0.886956,0.71,-0.02,1.07,21.224
41.680786,-0.886956,0.64,-0.19,1.53,21.224
41.680728,-0.886958,-1.24,-0.26,0.16,22.576
41.680728,-0.886958,-1.14,0.03,-0.59,22.576
41.680675,-0.886948,-0.93,-0.12,-0.16,20.002
41.680675,-0.886948,-1.24,0.36,-0.29,20.002
41.680633,-0.886922,-0.97,-0.09,-1.71,15.927
41.680633,-0.886922,-0.45,-0.24,0.38,15.927
41.680591,-0.886880,-0.05,0.31,-1.07,20.057
41.680591,-0.886880,-0.10,-0.50,0.33,20.057
41.680561,-0.886819,1.00,0.02,1.57,22.650
41.680561,-0.886819,1.31,-0.12,1.86,22.650
41.680541,-0.886746,0.50,0.03,1.38,23.557
41.680541,-0.886746,-0.22,-0.22,-0.14,23.557
41.680534,-0.886663,1.33,0.45,0.29,26.132
41.680534,-0.886663,0.47,-0.43,-0.19,26.132
41.680530,-0.886572,0.26,-0.07,1.60,27.891
41.680530,-0.886572,-1.00,0.78,0.83,27.891
41.680530,-0.886483,-0.34,0.22,0.98,26.428
41.680530,-0.886483,0.97,-0.45,-0.79,26.428
41.680530,-0.886394,0.02,-0.26,1.19,26.706
41.680530,-0.886394,-0.28,0.60,-0.74,26.706
41.680530,-0.886303,-0.34,0.31,1.16,27.502
41.680530,-0.886303,-1.38,0.07,0.86,27.502
41.680530,-0.886211,-1.71,0.50,0.57,27.910
41.680530,-0.886211,1.17,-1.07,-1.31,27.910
41.680530,-0.886116,-0.81,-0.24,1.52,28.502
41.680530,-0.886116,0.07,-0.60,0.22,28.502
41.680526,-0.886022,-0.76,-1.69,0.26,28.039
41.680526,-0.886022,2.19,-0.28,-1.45,28.039
41.680526,-0.885927,1.16,-0.62,-0.79,28.780
41.680526,-0.885927,0.98,-0.14,-1.10,28.780
41.680522,-0.885827,-0.29,1.17,0.79,30.521
41.680522,-0.885827,-1.78,0.57,0.62,30.521
41.680522,-0.885725,-0.22,0.34,1.00,30.391
41.680522,-0.885725,-1.12,0.55,-0.03,30.391
41.680519,-0.885636,0.14,0.03,-0.38,25.021
41.680519,-0.885636,0.57,-0.02,-1.22,25.021
41.680515,-0.885551,-0.21,0.17,-0.17,25.835
41.680515,-0.885551,0.33,-0.52,0.97,25.835
41.680507,-0.885455,-0.12,-1.00,1.07,29.299
41.680507,-0.885455,-0.21,0.47,-0.71,29.299
41.680507,-0.885357,-0.31,-0.33,1.16,29.391
41.680507,-0.885357,-0.74,0.17,-0.02,29.391
41.680507,-0.885268,-0.07,-0.02,2.79,25.558
41.680507,-0.885268,0.88,-0.53,-0.17,25.558
41.680503,-0.885178,-0.36,0.29,0.21,27.761
41.680503,-0.885178,0.90,0.07,0.07,27.761
41.680496,-0.885083,-1.22,-0.71,-0.22,27.891
41.680496,-0.885083,0.14,0.66,-1.03,27.891
41.680484,-0.884994,-1.14,0.40,-0.78,26.298
41.680484,-0.884994,0.00,-0.52,-0.29,26.298
41.680477,-0.884904,0.76,-0.48,-0.86,27.224
41.680477,-0.884904,1.03,0.10,-1.93,27.224
41.680477,-0.884819,-1.21,0.60,-0.81,25.150
41.680477,-0.884819,0.55,-0.72,1.16,25.150
41.680477,-0.884741,-0.19,-0.05,-1.00,22.983
41.680477,-0.884741,-0.59,-0.26,-1.24,22.983
41.680500,-0.884673,-1.45,0.22,-1.09,22.243
