41.681056,-0.887236,0.01,0.01,1.01,0.056
41.681056,-0.887236,0.00,0.00,1.00,0.056
41.681056,-0.887235,-0.01,-0.01,0.99,0.037
41.681056,-0.887235,0.00,-0.01,1.00,0.037
41.681060,-0.887234,0.00,-0.01,0.99,0.056
41.681060,-0.887234,-0.01,-0.01,1.00,0.056
41.681060,-0.887233,-0.01,-0.01,1.00,0.019
41.681060,-0.887233,0.00,-0.01,1.00,0.019
41.681060,-0.887232,-0.01,0.00,1.01,0.037
41.681060,-0.887232,0.01,0.01,0.96,0.037
41.681064,-0.887232,0.00,0.00,1.00,0.019
41.681064,-0.887232,-0.01,-0.01,1.01,0.019
41.681064,-0.887231,0.00,0.00,0.97,0.037
41.681064,-0.887231,0.00,-0.01,0.97,0.037
41.681064,-0.887231,-0.01,0.00,0.96,0.019
41.681064,-0.887231,0.00,-0.01,0.96,0.019
41.681064,-0.887232,0.00,-0.03,1.05,0.019
41.681064,-0.887232,-0.01,-0.03,1.03,0.019
41.681064,-0.887233,0.00,0.00,0.96,0.037
41.681064,-0.887233,0.00,0.00,0.96,0.037
41.681064,-0.887233,0.01,0.00,0.97,0.056
41.681064,-0.887233,0.01,-0.01,0.96,0.056
41.681064,-0.887231,0.04,-0.01,1.03,0.963
41.681064,-0.887231,0.03,-0.01,1.03,0.963
41.681060,-0.887225,0.03,0.04,1.04,2.037
41.681060,-0.887225,0.01,0.04,0.97,2.037
41.681064,-0.887216,0.01,-0.08,1.04,3.000
41.681064,-0.887216,-0.01,-0.08,1.03,3.000
41.681072,-0.887201,0.05,-0.05,0.96,3.963
41.681072,-0.887201,0.01,-0.05,1.05,3.963
41.681072,-0.887189,-0.01,-0.05,1.01,3.556
41.681072,-0.887189,0.00,-0.04,1.00,3.556
41.681072,-0.887177,0.04,-0.07,1.01,3.611
41.681072,-0.887177,0.01,-0.07,0.89,3.611
41.681072,-0.887166,-0.09,-0.09,1.01,3.556
41.681072,-0.887166,-0.11,-0.04,1.01,3.556
41.681068,-0.887162,-0.11,-0.03,0.95,1.037
41.681068,-0.887162,-0.11,0.00,0.99,1.037
41.681076,-0.887162,-0.09,0.03,0.93,2.648
41.681076,-0.887162,-0.16,-0.01,1.08,2.648
41.681091,-0.887161,-0.07,0.12,0.97,8.093
41.681091,-0.887161,-0.20,0.05,1.03,8.093
41.681121,-0.887158,-0.01,0.01,1.00,14.112
41.681121,-0.887158,-0.20,-0.01,0.97,14.112
41.681163,-0.887156,-0.07,-0.04,0.95,17.187
41.681163,-0.887156,-0.07,-0.11,0.89,17.187
41.681213,-0.887152,0.03,-0.04,0.92,22.372
41.681213,-0.887152,-0.08,0.00,1.05,22.372
41.681274,-0.887149,-0.07,0.01,1.03,24.465
41.681274,-0.887149,-0.05,0.01,0.97,24.465
41.681343,-0.887145,-0.04,-0.05,1.00,27.687
41.681343,-0.887145,-0.11,0.00,1.09,27.687
41.681415,-0.887140,-0.07,0.09,0.99,31.169
41.681415,-0.887140,-0.01,0.00,1.09,31.169
41.681499,-0.887136,-0.05,-0.04,0.95,34.466
41.681499,-0.887136,-0.09,-0.04,0.87,34.466
41.681594,-0.887132,-0.03,-0.01,0.91,38.133
41.681594,-0.887132,-0.01,-0.09,0.93,38.133
41.681694,-0.887128,-0.11,0.03,1.00,39.799
41.681694,-0.887128,-0.01,-0.11,1.00,39.799
41.681797,-0.887125,0.00,-0.05,1.40,42.392
41.681797,-0.887125,0.08,-0.01,1.21,42.392
41.681907,-0.887122,0.03,0.00,1.08,44.818
41.681907,-0.887122,-0.01,-0.08,0.81,44.818
41.682022,-0.887119,-0.07,-0.03,0.83,47.133
41.682022,-0.887119,-0.08,-0.04,0.96,47.133
41.682144,-0.887117,0.04,-0.04,0.95,48.430
41.682144,-0.887117,0.03,-0.07,1.01,48.430
41.682262,-0.887115,0.07,-0.07,1.05,47.708
41.682262,-0.887115,0.00,-0.07,0.93,47.708
41.682380,-0.887113,0.07,-0.05,0.97,46.393
41.682380,-0.887113,0.09,0.00,1.08,46.393
41.682495,-0.887112,0.04,-0.12,1.08,44.948
41.682495,-0.887112,0.07,-0.03,1.08,44.948
41.682605,-0.887111,0.08,-0.11,1.11,43.559
41.682605,-0.887111,0.08,-0.01,0.92,43.559
41.682704,-0.887110,0.08,0.04,1.01,38.448
41.682704,-0.887110,0.11,0.04,0.97,38.448
41.682788,-0.887110,0.16,-0.01,1.28,31.077
41.682788,-0.887110,-0.04,-0.12,0.96,31.077
41.682853,-0.887126,0.05,-0.25,1.00,25.780
41.682853,-0.887126,0.03,-0.13,0.96,25.780
41.682907,-0.887169,-0.05,-0.27,0.99,25.539
41.682907,-0.887169,-0.08,-0.28,0.92,25.539
41.682952,-0.887239,-0.12,-0.27,0.96,27.595
41.682952,-0.887239,0.01,-0.28,0.79,27.595
41.682975,-0.887331,-0.11,-0.20,0.87,30.614
41.682975,-0.887331,-0.24,-0.15,0.87,30.614
41.682983,-0.887438,-0.15,-0.03,0.99,33.799
41.682983,-0.887438,-0.13,-0.04,0.96,33.799
41.682987,-0.887561,-0.15,0.03,0.87,37.725
41.682987,-0.887561,-0.07,-0.04,1.00,37.725
41.682983,-0.887694,-0.08,-0.03,0.88,41.374
41.682983,-0.887694,-0.17,0.00,1.01,41.374
41.682983,-0.887837,-0.13,-0.16,1.12,43.466
41.682983,-0.887837,-0.12,-0.03,0.96,43.466
41.682979,-0.887987,-0.13,-0.07,1.09,46.059
41.682979,-0.887987,-0.09,-0.05,1.08,46.059
41.682975,-0.888146,0.01,-0.05,0.85,48.689
41.682975,-0.888146,-0.53,-0.41,1.01,48.689
41.682975,-0.888313,-0.24,-0.09,1.01,51.023
41.682975,-0.888313,-0.09,0.01,1.01,51.023
41.682975,-0.888488,-0.08,-0.08,1.01,53.375
41.682975,-0.888488,-0.13,-0.09,1.00,53.375
41.682971,-0.888668,-0.05,0.03,1.08,55.116
41.682971,-0.888668,0.04,-0.01,1.03,55.116
41.682971,-0.888846,0.09,0.07,0.87,52.801
41.682971,-0.888846,0.03,-0.01,0.93,52.801
41.682975,-0.889009,0.17,0.04,1.07,48.171
41.682975,-0.889009,0.17,0.05,1.03,48.171
41.682983,-0.889151,0.17,0.01,0.97,40.725
41.682983,-0.889151,-0.03,0.07,1.11,40.725
41.683002,-0.889272,-0.04,0.13,0.97,35.929
41.683002,-0.889272,0.11,0.21,1.00,35.929
41.683032,-0.889370,0.09,0.13,1.16,30.632
41.683032,-0.889370,-0.08,0.28,0.84,30.632
41.683074,-0.889449,-0.09,0.23,1.15,28.984
41.683074,-0.889449,-0.13,0.12,1.04,28.984
41.683139,-0.889506,-0.16,0.15,1.17,31.040
41.683139,-0.889506,-0.21,0.17,1.12,31.040
41.683219,-0.889542,-0.13,0.12,0.95,33.892
41.683219,-0.889542,-0.17,0.13,0.97,33.892
41.683307,-0.889562,-0.04,0.05,0.93,36.170
41.683307,-0.889562,-0.05,0.04,0.95,36.170
41.683395,-0.889575,-0.04,0.05,0.99,35.355
41.683395,-0.889575,-0.03,0.08,0.99,35.355
41.683483,-0.889576,-0.12,0.04,1.01,35.151
41.683483,-0.889576,-0.09,0.05,1.00,35.151
41.683574,-0.889576,-0.07,-0.03,1.12,36.873
41.683574,-0.889576,-0.07,0.05,0.99,36.873
41.683666,-0.889572,-0.15,-0.17,1.23,37.429
41.683666,-0.889572,-0.12,0.07,1.01,37.429
41.683761,-0.889566,-0.15,0.01,1.08,38.540
